,Common Values,Drug 1 total substructures,Drug 2 total substructures,interaction
4419,2832,20,44,5
4420,2757,20,113,5
4421,2870,20,0,5
4422,2870,20,0,7
4423,2870,20,0,5
4424,2829,20,41,7
4425,2773,20,97,5
4426,2866,20,4,5
4427,2870,20,0,5
4428,2870,20,0,7
4429,2859,20,11,5
4430,2870,20,0,7
4431,2870,20,0,5
4432,2788,20,82,5
4433,2864,17,9,5
4434,2802,17,73,5
4435,2791,17,82,7
4436,2828,17,47,5
4437,2835,17,38,5
4438,2834,17,39,5
4439,2824,17,49,1
4440,2803,17,70,5
4441,2873,17,0,6
4442,2791,17,82,5
4443,2873,17,0,5
4444,2838,17,35,5
4445,2866,17,7,5
4446,2873,17,0,5
4447,2799,17,74,5
4448,2873,17,0,5
4449,2867,17,6,5
4450,2842,17,31,5
4451,2825,17,48,5
4452,2802,17,71,5
4453,2837,17,36,5
4454,2873,17,0,5
4455,2848,17,25,5
4456,2872,17,1,5
4457,2694,17,179,5
4458,2838,17,35,5
4459,2793,17,80,5
4460,2870,17,5,5
4461,2644,17,229,5
4462,2657,17,216,5
4463,2859,17,14,5
4464,2812,17,61,5
4465,2873,17,0,5
4466,2704,17,169,5
4467,2764,17,109,5
4468,2828,17,45,5
4469,2830,17,43,5
4470,2834,17,39,5
4471,2846,17,27,5
4472,2872,17,1,5
4473,2838,17,35,5
4474,2840,17,33,5
4475,2772,17,101,5
4476,2849,17,24,5
4477,2802,17,73,5
4478,2873,17,0,5
4479,2873,17,0,5
4480,2844,17,29,5
4481,2832,17,41,5
4482,2797,17,76,5
4483,2830,17,43,5
4484,2873,17,0,5
4485,2873,17,0,5
4486,2820,17,53,2
4487,2873,17,0,5
4488,2791,17,82,5
4489,2873,17,0,5
4490,2873,17,0,5
4491,2862,17,11,5
4492,2826,17,47,5
4493,2866,17,7,5
4494,2835,17,40,5
4495,2761,17,112,5
4496,2820,17,53,5
4497,2702,17,171,5
4498,2804,17,69,5
4499,2828,17,45,5
4500,2814,17,59,5
4501,2873,17,0,5
4502,2865,17,8,5
4503,2798,17,75,5
4504,2857,17,16,5
4505,2862,17,11,5
4506,2788,17,85,5
4507,2868,17,5,5
4508,2649,17,224,5
4509,2857,17,16,5
4510,2873,17,0,5
4511,2870,17,3,5
4512,2812,17,61,5
4513,2834,17,39,5
4514,2873,17,0,5
4515,2800,17,73,5
4516,2830,17,43,5
4517,2695,17,178,5
4518,2851,17,22,5
4519,2839,17,34,5
4520,2872,17,1,5
4521,2827,17,46,5
4522,2835,17,38,5
4523,2853,17,20,5
4524,2871,17,2,5
4525,2813,17,60,5
4526,2843,17,30,5
4527,2872,17,1,1
4528,2818,17,55,5
4529,2873,17,0,5
4530,2849,17,24,5
4531,2852,17,21,5
4532,2800,17,73,5
4533,2873,17,0,5
4534,2828,17,45,5
4535,2860,17,13,5
4536,2835,17,38,5
4537,2659,17,214,5
4538,2734,17,139,5
4539,2873,17,0,5
4540,2872,17,1,5
4541,2848,17,25,1
4542,2801,17,78,1
4543,2828,17,45,1
4544,2752,17,121,5
4545,2806,17,67,5
4546,2849,17,24,5
4547,2849,17,24,5
4548,2858,17,15,5
4549,2643,17,230,5
4550,2832,17,41,5
4551,2828,17,45,5
4552,2846,17,27,5
4553,2638,17,237,5
4554,2875,17,2,5
4555,2864,17,9,5
4556,2873,17,0,5
4557,2873,17,0,5
4558,2860,17,13,5
4559,2815,17,58,5
4560,2836,17,37,5
4561,2657,17,216,5
4562,2828,17,45,5
4563,2873,17,0,5
4564,2872,17,1,5
4565,2872,17,1,5
4566,2821,17,52,5
4567,2845,17,28,5
4568,2828,17,45,5
4569,2837,17,36,5
4570,2847,17,26,5
4571,2842,17,31,5
4572,2873,17,0,5
4573,2856,17,19,5
4574,2839,17,34,5
4575,2857,17,20,5
4576,2709,17,164,5
4577,2810,17,63,5
4578,2870,17,3,5
4579,2873,17,0,5
4580,2873,17,0,5
4581,2840,17,33,1
4582,2800,17,73,5
4583,2873,17,0,5
4584,2820,17,53,5
4585,2775,17,98,5
4586,2793,17,86,5
4587,2873,17,0,5
4588,2717,17,162,5
4589,2856,17,17,5
4590,2838,17,35,5
4591,2873,17,0,5
4592,2797,17,76,1
4593,2841,17,32,5
4594,2873,17,0,5
4595,2873,17,0,5
4596,2866,17,7,5
4597,2873,17,0,5
4598,2789,17,84,5
4599,2742,17,131,5
4600,2866,17,7,5
4601,2693,17,180,5
4602,2569,17,306,5
4603,2870,17,3,5
4604,2873,17,0,5
4605,2801,17,72,5
4606,2868,17,5,5
4607,2744,17,129,5
4608,2873,17,0,5
4609,2793,17,80,5
4610,2873,17,0,5
4611,2850,17,23,5
4612,2872,17,1,5
4613,2837,17,36,5
4614,2873,17,0,5
4615,2729,17,144,5
4616,2828,17,45,5
4617,2745,17,128,5
4618,2873,17,0,5
4619,2824,17,49,5
4620,2841,17,32,5
4621,2865,17,8,1
4622,2873,17,0,5
4623,2865,17,8,5
4624,2848,17,25,5
4625,2873,17,0,5
4626,2826,17,47,5
4627,2862,17,11,5
4628,2873,17,0,5
4629,2869,17,4,5
4630,2725,17,148,1
4631,2852,17,21,5
4632,2873,17,0,5
4633,2870,17,3,5
4634,2843,17,30,5
4635,2630,17,249,5
4636,2853,17,20,5
4637,2873,17,0,5
4638,2829,17,44,1
4639,2873,17,0,5
4640,2822,17,51,5
4641,2813,17,62,5
4642,2842,17,31,5
4643,2799,17,74,5
4644,2750,17,123,5
4645,2797,17,76,5
4646,2770,17,103,5
4647,2598,17,275,5
4648,2784,17,89,5
4649,2857,17,16,5
4650,2871,17,2,5
4651,2861,17,12,5
4652,2871,17,2,5
4653,2872,17,1,5
4654,2856,17,17,5
4655,2845,17,28,5
4656,2829,17,44,5
4657,2792,17,113,5
4658,2873,17,0,5
4659,2873,17,0,5
4660,2873,17,0,5
4661,2832,17,41,5
4662,2776,17,97,5
4663,2869,17,4,5
4664,2873,17,0,5
4665,2873,17,0,5
4666,2864,17,11,5
4667,2873,17,0,5
4668,2873,17,0,5
4669,2791,17,82,5
4670,2808,9,73,5
4671,2799,9,82,7
4672,2834,9,47,5
4673,2843,9,38,5
4674,2842,9,39,5
4675,2832,9,49,7
4676,2811,9,70,5
4677,2799,9,82,5
4678,2881,9,0,5
4679,2846,9,35,5
4680,2874,9,7,5
4681,2881,9,0,5
4682,2807,9,74,5
4683,2881,9,0,5
4684,2875,9,6,5
4685,2850,9,31,5
4686,2833,9,48,5
4687,2810,9,71,5
4688,2845,9,36,5
4689,2881,9,0,5
4690,2856,9,25,7
4691,2880,9,1,5
4692,2702,9,179,5
4693,2846,9,35,5
4694,2803,9,80,5
4695,2876,9,5,5
4696,2652,9,229,5
4697,2665,9,216,5
4698,2867,9,14,5
4699,2820,9,61,5
4700,2881,9,0,5
4701,2712,9,169,5
4702,2772,9,109,7
4703,2836,9,45,5
4704,2838,9,43,5
4705,2842,9,39,5
4706,2854,9,27,5
4707,2880,9,1,5
4708,2846,9,35,5
4709,2848,9,33,5
4710,2780,9,101,5
4711,2857,9,24,7
4712,2808,9,73,5
4713,2881,9,0,5
4714,2881,9,0,5
4715,2852,9,29,5
4716,2840,9,41,5
4717,2805,9,76,5
4718,2838,9,43,5
4719,2881,9,0,5
4720,2881,9,0,3
4721,2881,9,0,5
4722,2799,9,82,7
4723,2881,9,0,5
4724,2881,9,0,5
4725,2870,9,11,5
4726,2834,9,47,5
4727,2874,9,7,5
4728,2841,9,40,5
4729,2769,9,112,5
4730,2828,9,53,7
4731,2710,9,171,7
4732,2812,9,69,5
4733,2836,9,45,5
4734,2824,9,59,5
4735,2881,9,0,5
4736,2873,9,8,5
4737,2806,9,75,5
4738,2870,9,11,5
4739,2796,9,85,5
4740,2876,9,5,5
4741,2657,9,224,5
4742,2865,9,16,5
4743,2881,9,0,5
4744,2878,9,3,5
4745,2820,9,61,5
4746,2854,9,39,5
4747,2881,9,0,5
4748,2808,9,73,5
4749,2838,9,43,5
4750,2703,9,178,3
4751,2859,9,22,5
4752,2847,9,34,5
4753,2880,9,1,5
4754,2835,9,46,5
4755,2843,9,38,7
4756,2861,9,20,5
4757,2879,9,2,5
4758,2821,9,60,5
4759,2851,9,30,7
4760,2880,9,1,5
4761,2826,9,55,5
4762,2881,9,0,5
4763,2857,9,24,5
4764,2860,9,21,5
4765,2808,9,73,5
4766,2881,9,0,5
4767,2836,9,45,7
4768,2868,9,13,5
4769,2843,9,38,5
4770,2669,9,214,5
4771,2742,9,139,5
4772,2881,9,0,5
4773,2880,9,1,5
4774,2803,9,78,5
4775,2836,9,45,5
4776,2760,9,121,5
4777,2814,9,67,5
4778,2857,9,24,5
4779,2857,9,24,5
4780,2866,9,15,5
4781,2651,9,230,5
4782,2840,9,41,5
4783,2836,9,45,7
4784,2854,9,27,5
4785,2644,9,237,5
4786,2879,9,2,7
4787,2872,9,9,7
4788,2881,9,0,5
4789,2881,9,0,5
4790,2868,9,13,7
4791,2823,9,58,5
4792,2844,9,37,5
4793,2665,9,216,7
4794,2836,9,45,5
4795,2881,9,0,5
4796,2880,9,1,5
4797,2880,9,1,5
4798,2829,9,52,5
4799,2871,9,28,5
4800,2836,9,45,5
4801,2845,9,36,7
4802,2855,9,26,5
4803,2850,9,31,5
4804,2881,9,0,5
4805,2862,9,19,5
4806,2847,9,34,5
4807,2861,9,20,5
4808,2717,9,164,5
4809,2820,9,63,5
4810,2878,9,3,5
4811,2881,9,0,5
4812,2881,9,0,5
4813,2848,9,33,5
4814,2808,9,73,7
4815,2881,9,0,5
4816,2828,9,53,5
4817,2783,9,98,7
4818,2795,9,86,5
4819,2881,9,0,5
4820,2719,9,162,5
4821,2864,9,17,5
4822,2846,9,35,7
4823,2881,9,0,5
4824,2805,9,76,5
4825,2849,9,32,7
4826,2881,9,0,5
4827,2881,9,0,5
4828,2874,9,7,7
4829,2881,9,0,5
4830,2797,9,84,5
4831,2752,9,131,5
4832,2874,9,7,5
4833,2701,9,180,5
4834,2575,9,306,5
4835,2878,9,3,5
4836,2881,9,0,5
4837,2809,9,72,5
4838,2876,9,5,5
4839,2752,9,129,5
4840,2881,9,0,5
4841,2803,9,80,5
4842,2881,9,0,5
4843,2858,9,23,5
4844,2880,9,1,5
4845,2845,9,36,5
4846,2881,9,0,5
4847,2737,9,144,5
4848,2836,9,45,7
4849,2753,9,128,5
4850,2881,9,0,5
4851,2832,9,49,5
4852,2849,9,32,5
4853,2873,9,8,5
4854,2881,9,0,5
4855,2873,9,8,5
4856,2856,9,25,5
4857,2881,9,0,5
4858,2834,9,47,5
4859,2870,9,11,5
4860,2881,9,0,5
4861,2877,9,4,5
4862,2733,9,148,5
4863,2860,9,21,7
4864,2881,9,0,5
4865,2878,9,3,5
4866,2851,9,30,7
4867,2632,9,249,5
4868,2861,9,20,5
4869,2881,9,0,5
4870,2837,9,44,5
4871,2881,9,0,5
4872,2830,9,51,5
4873,2819,9,62,5
4874,2850,9,31,5
4875,2807,9,74,5
4876,2764,9,123,5
4877,2805,9,76,5
4878,2778,9,103,5
4879,2606,9,275,5
4880,2792,9,89,5
4881,2865,9,16,7
4882,2879,9,2,5
4883,2869,9,12,5
4884,2879,9,2,5
4885,2880,9,1,5
4886,2864,9,17,5
4887,2853,9,28,5
4888,2837,9,44,5
4889,2768,9,113,5
4890,2881,9,0,5
4891,2881,9,0,5
4892,2881,9,0,5
4893,2840,9,41,7
4894,2784,9,97,5
4895,2877,9,4,5
4896,2881,9,0,5
4897,2881,9,0,5
4898,2870,9,11,5
4899,2881,9,0,5
4900,2881,9,0,5
4901,2799,9,82,5
4902,2737,73,82,7
4903,2772,73,47,5
4904,2779,73,38,5
4905,2778,73,39,5
4906,2768,73,49,7
4907,2749,73,70,5
4908,2817,73,0,7
4909,2737,73,82,5
4910,2817,73,0,5
4911,2782,73,35,5
4912,2810,73,7,5
4913,2817,73,0,5
4914,2749,73,74,5
4915,2817,73,0,5
4916,2811,73,6,5
4917,2786,73,31,5
4918,2771,73,48,5
4919,2746,73,71,5
4920,2781,73,36,5
4921,2817,73,0,5
4922,2792,73,25,7
4923,2816,73,1,5
4924,2644,73,179,2
4925,2782,73,35,5
4926,2739,73,80,5
4927,2812,73,5,5
4928,2596,73,229,5
4929,2609,73,216,5
4930,2803,73,14,5
4931,2756,73,61,5
4932,2817,73,0,5
4933,2650,73,169,1
4934,2718,73,109,7
4935,2772,73,45,7
4936,2776,73,43,5
4937,2778,73,39,5
4938,2790,73,27,5
4939,2816,73,1,5
4940,2784,73,35,5
4941,2784,73,33,5
4942,2722,73,101,5
4943,2793,73,24,7
4944,2746,73,73,5
4945,2817,73,0,5
4946,2817,73,0,5
4947,2788,73,29,5
4948,2776,73,41,7
4949,2743,73,76,5
4950,2774,73,43,5
4951,2817,73,0,5
4952,2817,73,0,3
4953,2764,73,53,6
4954,2817,73,0,5
4955,2737,73,82,7
4956,2817,73,0,5
4957,2817,73,0,5
4958,2806,73,11,5
4959,2772,73,47,5
4960,2810,73,7,5
4961,2779,73,40,5
4962,2715,73,112,5
4963,2764,73,53,7
4964,2654,73,171,7
4965,2748,73,69,5
4966,2772,73,45,6
4967,2760,73,59,2
4968,2817,73,0,6
4969,2809,73,8,5
4970,2742,73,75,5
4971,2806,73,11,5
4972,2736,73,85,5
4973,2812,73,5,2
4974,2601,73,224,5
4975,2801,73,16,5
4976,2817,73,0,5
4977,2814,73,3,5
4978,2758,73,61,5
4979,2778,73,39,5
4980,2817,73,0,5
4981,2744,73,73,5
4982,2774,73,43,5
4983,2655,73,178,5
4984,2795,73,22,5
4985,2785,73,34,5
4986,2816,73,1,2
4987,2773,73,46,5
4988,2779,73,38,7
4989,2797,73,20,5
4990,2815,73,2,5
4991,2761,73,60,5
4992,2787,73,30,7
4993,2816,73,1,1
4994,2762,73,55,5
4995,2817,73,0,5
4996,2793,73,24,5
4997,2796,73,21,5
4998,2744,73,73,5
4999,2817,73,0,5
5000,2772,73,45,7
5001,2804,73,13,5
5002,2779,73,38,5
5003,2605,73,214,5
5004,2804,73,13,7
5005,2680,73,139,5
5006,2817,73,0,5
5007,2816,73,1,5
5008,2741,73,78,5
5009,2772,73,45,5
5010,2696,73,121,5
5011,2750,73,67,5
5012,2793,73,24,5
5013,2793,73,24,5
5014,2802,73,15,5
5015,2597,73,230,5
5016,2776,73,41,5
5017,2772,73,45,7
5018,2792,73,27,5
5019,2596,73,237,5
5020,2815,73,2,7
5021,2808,73,9,7
5022,2817,73,0,2
5023,2817,73,0,5
5024,2804,73,13,7
5025,2761,73,58,5
5026,2784,73,37,5
5027,2609,73,216,7
5028,2772,73,45,5
5029,2817,73,0,6
5030,2816,73,1,5
5031,2816,73,1,5
5032,2767,73,52,5
5033,2789,73,28,5
5034,2774,73,45,5
5035,2781,73,36,7
5036,2791,73,26,5
5037,2786,73,31,1
5038,2817,73,0,5
5039,2800,73,19,5
5040,2783,73,34,5
5041,2797,73,20,5
5042,2661,73,164,5
5043,2754,73,63,5
5044,2814,73,3,5
5045,2817,73,0,5
5046,2817,73,0,5
5047,2784,73,33,5
5048,2744,73,73,7
5049,2817,73,0,5
5050,2764,73,53,5
5051,2719,73,98,7
5052,2733,73,86,5
5053,2817,73,0,5
5054,2661,73,162,2
5055,2800,73,17,5
5056,2782,73,35,7
5057,2817,73,0,5
5058,2741,73,76,5
5059,2785,73,32,7
5060,2817,73,0,6
5061,2817,73,0,5
5062,2810,73,7,7
5063,2817,73,0,5
5064,2733,73,84,5
5065,2688,73,131,5
5066,2810,73,7,5
5067,2639,73,180,5
5068,2517,73,306,2
5069,2814,73,3,5
5070,2817,73,0,5
5071,2745,73,72,5
5072,2812,73,5,5
5073,2690,73,129,5
5074,2817,73,0,5
5075,2739,73,80,5
5076,2817,73,0,5
5077,2794,73,23,5
5078,2816,73,1,5
5079,2781,73,36,5
5080,2817,73,0,5
5081,2677,73,144,5
5082,2772,73,45,7
5083,2693,73,128,5
5084,2817,73,0,6
5085,2770,73,49,5
5086,2785,73,32,5
5087,2809,73,8,5
5088,2817,73,0,5
5089,2809,73,8,5
5090,2794,73,25,5
5091,2817,73,0,5
5092,2770,73,47,5
5093,2806,73,11,5
5094,2817,73,0,5
5095,2813,73,4,5
5096,2669,73,148,2
5097,2796,73,21,7
5098,2817,73,0,2
5099,2814,73,3,5
5100,2787,73,30,7
5101,2574,73,249,5
5102,2797,73,20,5
5103,2817,73,0,5
5104,2773,73,44,5
5105,2817,73,0,5
5106,2768,73,51,5
5107,2757,73,62,5
5108,2786,73,31,5
5109,2749,73,74,5
5110,2698,73,123,5
5111,2751,73,76,5
5112,2714,73,103,5
5113,2546,73,275,5
5114,2734,73,89,5
5115,2801,73,16,7
5116,2815,73,2,5
5117,2805,73,12,5
5118,2815,73,2,5
5119,2816,73,1,5
5120,2802,73,17,5
5121,2791,73,28,5
5122,2773,73,44,5
5123,2708,73,113,5
5124,2817,73,0,6
5125,2817,73,0,5
5126,2817,73,0,6
5127,2776,73,41,7
5128,2720,73,97,5
5129,2813,73,4,5
5130,2817,73,0,5
5131,2817,73,0,5
5132,2808,73,11,5
5133,2817,73,0,5
5134,2817,73,0,5
5135,2737,73,82,5
5136,2765,82,47,7
5137,2770,82,38,7
5138,2769,82,39,7
5139,2759,82,49,7
5140,2740,82,70,7
5141,2890,82,82,7
5142,2808,82,0,7
5143,2773,82,35,7
5144,2801,82,7,7
5145,2808,82,0,7
5146,2736,82,74,7
5147,2808,82,0,7
5148,2802,82,6,7
5149,2808,82,0,2
5150,2777,82,31,7
5151,2762,82,48,7
5152,2737,82,71,7
5153,2772,82,36,7
5154,2808,82,0,7
5155,2783,82,25,7
5156,2807,82,1,7
5157,2631,82,179,7
5158,2773,82,35,7
5159,2728,82,80,7
5160,2803,82,5,7
5161,2585,82,229,7
5162,2598,82,216,7
5163,2796,82,14,7
5164,2747,82,61,1
5165,2808,82,0,7
5166,2647,82,169,7
5167,2699,82,109,7
5168,2763,82,45,7
5169,2765,82,43,7
5170,2769,82,39,7
5171,2781,82,27,7
5172,2807,82,1,7
5173,2773,82,35,7
5174,2775,82,33,7
5175,2711,82,101,7
5176,2784,82,24,7
5177,2735,82,73,7
5178,2808,82,0,7
5179,2808,82,0,7
5180,2779,82,29,7
5181,2767,82,41,7
5182,2740,82,76,7
5183,2765,82,43,7
5184,2808,82,0,7
5185,2808,82,0,7
5186,2755,82,53,1
5187,2808,82,0,7
5188,2728,82,82,7
5189,2808,82,0,7
5190,2808,82,0,7
5191,2801,82,11,7
5192,2769,82,47,7
5193,2801,82,7,7
5194,2768,82,40,7
5195,2696,82,112,7
5196,2755,82,53,7
5197,2643,82,171,7
5198,2753,82,69,7
5199,2763,82,45,7
5200,2755,82,59,7
5201,2808,82,0,7
5202,2800,82,8,7
5203,2733,82,75,7
5204,2794,82,16,5
5205,2797,82,11,7
5206,2725,82,85,7
5207,2803,82,5,7
5208,2590,82,224,7
5209,2794,82,16,7
5210,2808,82,0,7
5211,2805,82,3,7
5212,2749,82,61,7
5213,2769,82,39,7
5214,2808,82,0,7
5215,2735,82,73,7
5216,2765,82,43,7
5217,2632,82,178,7
5218,2786,82,22,7
5219,2774,82,34,7
5220,2807,82,1,7
5221,2762,82,46,7
5222,2770,82,38,7
5223,2788,82,20,7
5224,2806,82,2,7
5225,2750,82,60,7
5226,2778,82,30,7
5227,2807,82,1,1
5228,2753,82,55,7
5229,2808,82,0,7
5230,2786,82,24,7
5231,2787,82,21,7
5232,2735,82,73,7
5233,2808,82,0,7
5234,2763,82,45,7
5235,2795,82,13,7
5236,2770,82,38,7
5237,2596,82,214,7
5238,2797,82,13,1
5239,2671,82,139,7
5240,2808,82,0,7
5241,2807,82,1,7
5242,2783,82,25,1
5243,2742,82,78,7
5244,2763,82,45,7
5245,2687,82,121,7
5246,2741,82,67,7
5247,2784,82,24,7
5248,2784,82,24,7
5249,2793,82,15,7
5250,2598,82,230,7
5251,2767,82,41,7
5252,2763,82,45,7
5253,2781,82,27,7
5254,2573,82,237,7
5255,2806,82,2,7
5256,2799,82,9,7
5257,2808,82,0,7
5258,2808,82,0,5
5259,2795,82,13,7
5260,2752,82,58,7
5261,2771,82,37,7
5262,2598,82,216,7
5263,2763,82,45,7
5264,2808,82,0,7
5265,2807,82,1,7
5266,2807,82,1,7
5267,2758,82,52,7
5268,2780,82,28,7
5269,2763,82,45,7
5270,2772,82,36,7
5271,2782,82,26,7
5272,2777,82,31,7
5273,2808,82,0,7
5274,2789,82,19,7
5275,2774,82,34,7
5276,2788,82,20,7
5277,2644,82,164,7
5278,2747,82,63,7
5279,2805,82,3,7
5280,2808,82,0,7
5281,2808,82,0,7
5282,2775,82,33,7
5283,2735,82,73,7
5284,2808,82,0,7
5285,2755,82,53,7
5286,2720,82,98,7
5287,2722,82,86,7
5288,2808,82,0,7
5289,2666,82,162,7
5290,2791,82,17,7
5291,2773,82,35,7
5292,2808,82,0,7
5293,2732,82,76,7
5294,2780,82,32,7
5295,2808,82,0,7
5296,2808,82,0,7
5297,2801,82,7,7
5298,2808,82,0,7
5299,2724,82,84,7
5300,2687,82,131,7
5301,2801,82,7,7
5302,2630,82,180,7
5303,2506,82,306,7
5304,2805,82,3,7
5305,2808,82,0,7
5306,2736,82,72,7
5307,2803,82,5,7
5308,2681,82,129,7
5309,2808,82,0,7
5310,2728,82,80,7
5311,2808,82,0,7
5312,2785,82,23,7
5313,2807,82,1,7
5314,2772,82,36,7
5315,2808,82,0,7
5316,2668,82,144,7
5317,2763,82,45,7
5318,2686,82,128,7
5319,2808,82,0,7
5320,2759,82,49,7
5321,2776,82,32,7
5322,2800,82,8,7
5323,2808,82,0,7
5324,2802,82,8,7
5325,2783,82,25,7
5326,2808,82,0,7
5327,2761,82,47,7
5328,2801,82,11,7
5329,2808,82,0,7
5330,2804,82,4,7
5331,2662,82,148,7
5332,2787,82,21,7
5333,2808,82,0,7
5334,2805,82,3,7
5335,2778,82,30,7
5336,2653,82,249,7
5337,2788,82,20,7
5338,2808,82,0,7
5339,2764,82,44,7
5340,2808,82,0,7
5341,2761,82,51,7
5342,2748,82,62,7
5343,2777,82,31,7
5344,2736,82,74,7
5345,2687,82,123,7
5346,2734,82,76,7
5347,2705,82,103,7
5348,2543,82,275,7
5349,2719,82,89,7
5350,2792,82,16,7
5351,2806,82,2,7
5352,2796,82,12,7
5353,2806,82,2,7
5354,2807,82,1,7
5355,2793,82,17,7
5356,2780,82,28,7
5357,2764,82,44,7
5358,2703,82,113,7
5359,2808,82,0,7
5360,2808,82,0,7
5361,2808,82,0,7
5362,2767,82,41,7
5363,2711,82,97,7
5364,2804,82,4,7
5365,2808,82,0,7
5366,2808,82,0,7
5367,2797,82,11,7
5368,2808,82,0,7
5369,2808,82,0,7
5370,2728,82,82,7
5371,2807,47,38,5
5372,2804,47,39,5
5373,2794,47,49,5
5374,2777,47,70,5
5375,2765,47,82,5
5376,2843,47,0,5
5377,2808,47,35,5
5378,2836,47,7,5
5379,2843,47,0,5
5380,2769,47,74,5
5381,2843,47,0,5
5382,2837,47,6,5
5383,2812,47,31,5
5384,2795,47,48,5
5385,2772,47,71,5
5386,2807,47,36,5
5387,2843,47,0,5
5388,2818,47,25,5
5389,2842,47,1,5
5390,2668,47,179,5
5391,2808,47,35,5
5392,2763,47,80,5
5393,2838,47,5,5
5394,2626,47,229,5
5395,2639,47,216,5
5396,2829,47,14,5
5397,2782,47,61,5
5398,2843,47,0,5
5399,2676,47,169,1
5400,2734,47,109,7
5401,2798,47,45,5
5402,2800,47,43,5
5403,2804,47,39,5
5404,2816,47,27,5
5405,2842,47,1,5
5406,2808,47,35,5
5407,2810,47,33,5
5408,2742,47,101,5
5409,2819,47,24,7
5410,2770,47,73,5
5411,2843,47,0,5
5412,2843,47,0,5
5413,2814,47,29,5
5414,2802,47,41,5
5415,2769,47,76,5
5416,2800,47,43,1
5417,2843,47,0,5
5418,2843,47,0,3
5419,2843,47,0,5
5420,2761,47,82,7
5421,2843,47,0,5
5422,2832,47,11,5
5423,2798,47,47,5
5424,2803,47,40,5
5425,2731,47,112,5
5426,2790,47,53,7
5427,2684,47,171,7
5428,2774,47,69,5
5429,2798,47,45,5
5430,2786,47,59,5
5431,2843,47,0,5
5432,2835,47,8,5
5433,2768,47,75,5
5434,2832,47,11,5
5435,2764,47,85,5
5436,2838,47,5,5
5437,2631,47,224,5
5438,2827,47,16,5
5439,2843,47,0,5
5440,2840,47,3,5
5441,2788,47,61,5
5442,2804,47,39,5
5443,2843,47,0,5
5444,2770,47,73,5
5445,2800,47,43,5
5446,2667,47,178,3
5447,2821,47,22,5
5448,2809,47,34,5
5449,2844,47,1,5
5450,2797,47,46,5
5451,2805,47,38,7
5452,2823,47,20,5
5453,2841,47,2,5
5454,2783,47,60,5
5455,2813,47,30,7
5456,2842,47,1,1
5457,2788,47,55,5
5458,2843,47,0,5
5459,2821,47,24,5
5460,2822,47,21,5
5461,2770,47,73,5
5462,2843,47,0,5
5463,2798,47,45,7
5464,2830,47,13,5
5465,2805,47,38,5
5466,2629,47,214,5
5467,2710,47,139,5
5468,2843,47,0,5
5469,2789,47,78,5
5470,2798,47,45,5
5471,2722,47,121,5
5472,2776,47,67,5
5473,2819,47,24,5
5474,2819,47,24,5
5475,2828,47,15,5
5476,2631,47,230,5
5477,2802,47,41,5
5478,2798,47,45,7
5479,2816,47,27,5
5480,2608,47,237,5
5481,2841,47,2,7
5482,2834,47,9,7
5483,2843,47,0,5
5484,2843,47,0,5
5485,2830,47,13,7
5486,2785,47,58,5
5487,2806,47,37,5
5488,2639,47,216,7
5489,2798,47,45,5
5490,2843,47,0,5
5491,2842,47,1,5
5492,2842,47,1,5
5493,2793,47,52,5
5494,2815,47,28,5
5495,2798,47,45,5
5496,2807,47,36,7
5497,2817,47,26,5
5498,2812,47,31,1
5499,2843,47,0,5
5500,2824,47,19,5
5501,2809,47,34,5
5502,2823,47,20,5
5503,2679,47,164,5
5504,2780,47,63,5
5505,2840,47,3,5
5506,2843,47,0,5
5507,2843,47,0,5
5508,2810,47,33,5
5509,2770,47,73,7
5510,2843,47,0,5
5511,2790,47,53,5
5512,2747,47,98,7
5513,2761,47,86,5
5514,2843,47,0,5
5515,2683,47,162,5
5516,2826,47,17,5
5517,2808,47,35,7
5518,2843,47,0,5
5519,2767,47,76,5
5520,2811,47,32,7
5521,2843,47,0,5
5522,2843,47,0,5
5523,2836,47,7,5
5524,2843,47,0,5
5525,2759,47,84,5
5526,2714,47,131,5
5527,2836,47,7,5
5528,2665,47,180,5
5529,2543,47,306,5
5530,2840,47,3,5
5531,2843,47,0,5
5532,2771,47,72,5
5533,2838,47,5,5
5534,2714,47,129,5
5535,2843,47,0,5
5536,2763,47,80,5
5537,2843,47,0,5
5538,2820,47,23,5
5539,2842,47,1,5
5540,2807,47,36,5
5541,2843,47,0,5
5542,2711,47,144,5
5543,2798,47,45,7
5544,2717,47,128,5
5545,2843,47,0,5
5546,2794,47,49,5
5547,2811,47,32,5
5548,2835,47,8,5
5549,2843,47,0,5
5550,2835,47,8,5
5551,2818,47,25,5
5552,2843,47,0,5
5553,2796,47,47,5
5554,2832,47,11,5
5555,2843,47,0,5
5556,2839,47,4,5
5557,2695,47,148,5
5558,2822,47,21,7
5559,2843,47,0,5
5560,2840,47,3,5
5561,2813,47,30,7
5562,2660,47,249,5
5563,2823,47,20,5
5564,2843,47,0,5
5565,2799,47,44,5
5566,2843,47,0,5
5567,2794,47,51,5
5568,2785,47,62,5
5569,2812,47,31,5
5570,2769,47,74,5
5571,2720,47,123,5
5572,2771,47,76,5
5573,2740,47,103,5
5574,2572,47,275,5
5575,2754,47,89,5
5576,2827,47,16,7
5577,2841,47,2,5
5578,2831,47,12,5
5579,2841,47,2,5
5580,2842,47,1,5
5581,2826,47,17,5
5582,2815,47,28,5
